Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2020-03-30,B4,0,,2.9,"3,276.11",,"11,900.01",0
2020-03-30,B5,158.26,,34.62,"1,955.37",,"2,486.11",0
2020-03-30,B6,0,,2.0,"2,927.91",,"16,941.68",211.11
2020-03-31,B1,,"4,372.62",0.13,"9,963.51","18,291.68",,"5,344.45"
2020-03-31,B2,,"2,189.24",26.27,"25,350.17","28,166.69",,91.67
2020-03-31,B3,0,,31.3,"3,968.85",,"11,127.79",0
2020-03-31,B4,0,,3.1,"5,992.63",,"14,455.57",0
2020-03-31,B5,70.34,,28.41,"1,859.94",,"3,525.00",0
2020-03-31,B6,0,,1.0,"3,523.24",,"16,400.01",263.89
2020-04-01,B1,,"4,462.82",0.38,"9,805.22","20,136.28",,"5,281.48"
2020-04-01,B2,,"2,379.74",21.65,"25,858.87","31,969.47",,75
2020-04-01,B3,0,,31.5,"4,273.00",,"13,736.12",0
2020-04-01,B4,0,,1.8,"5,804.73",,"15,894.42",0
2020-04-01,B5,96.71,,31.28,"1,839.79",,"4,094.45",0
2020-04-01,B6,0,,0.8,"3,426.71",,"17,925.01",266.67
2020-04-02,B1,,"4,422.80",0.62,"9,784.68","19,079.08",,"5,273.34"
2020-04-02,B2,,"2,241.99",16.96,"25,455.37","30,302.80",,77.78
2020-04-02,B3,0,,30.3,"4,370.94",,"14,047.23",0
2020-04-02,B4,0,,2.2,"6,506.71",,"17,042.96",0
2020-04-02,B5,52.75,,37.11,"1,842.38",,"3,744.45",0
2020-04-02,B6,0,,0.5,"3,428.91",,"17,616.68",277.78
2020-04-03,B1,,"4,433.93",5.02,"9,806.11","18,484.86",,"5,379.28"
2020-04-03,B2,,"2,180.45",19.98,"24,990.10","28,919.47",,88.89
2020-04-03,B3,0,,30.1,"4,042.34",,"12,516.68",0
2020-04-03,B4,0,,1.1,"5,407.91",,"11,916.52",0
2020-04-03,B5,79.13,,29.27,"1,824.79",,"3,519.45",0
2020-04-03,B6,0,,0.3,"3,485.02",,"18,427.79",255.56
2020-04-04,B1,,"4,446.60",0.01,"9,458.79","17,535.87",,"5,383.14"
2020-04-04,B2,,"1,849.28",20.84,"22,208.55","26,277.80",,50
2020-04-04,B3,0,,29.3,"3,484.69",,"9,686.12",0
2020-04-04,B4,0,,0,"3,985.68",,"7,308.11",0
2020-04-04,B5,181.7,,25.94,"1,817.31",,"2,669.45",0
2020-04-04,B6,0,,0.0,"2,955.27",,"11,680.56",230.56
2020-04-05,B1,,"4,332.31",0.02,"9,415.60","16,394.22",,"5,454.65"
2020-04-05,B2,,"2,028.05",19.53,"22,399.80","24,522.24",,61.11
2020-04-05,B3,0,,29.6,"3,718.50",,"12,075.01",0
2020-04-05,B4,0,,0.2,"4,199.81",,"6,899.99",0
2020-04-05,B5,117.23,,28.43,"1,843.43",,"3,038.89",0
2020-04-05,B6,0,,0.2,"2,899.24",,"10,522.23",408.33
2020-04-06,B1,,"4,546.23",0.03,"9,894.83","13,206.08",,"5,413.90"
2020-04-06,B2,,"2,338.71",19.72,"24,616.69","21,975.02",,27.78
2020-04-06,B3,0,,30.7,"3,776.02",,"9,863.90",0
2020-04-06,B4,0,,2.3,"5,079.87",,"9,609.62",0
2020-04-06,B5,284.28,,26.56,"1,878.93",,"1,736.11",0
2020-04-06,B6,0,,1.9,"3,401.00",,"14,786.12",163.89
2020-04-07,B1,,"4,521.35",5.06,"9,990.35","13,085.29",,"5,430.40"
2020-04-07,B2,,"1,966.51",19.87,"24,771.06","21,547.24",,19.44
2020-04-07,B3,0,,30.4,"3,862.52",,"10,430.56",0
2020-04-07,B4,0,,2.2,"5,267.52",,"10,636.70",0
2020-04-07,B5,102.57,,27.31,"1,888.49",,"1,263.89",0
2020-04-07,B6,0,,1.0,"3,300.79",,"12,841.68",211.11
2020-04-08,B1,,"4,486.76",0.07,"9,853.62","12,339.30",,"5,478.01"
2020-04-08,B2,,"2,335.78",20.84,"24,121.81","20,947.24",,16.67
2020-04-08,B3,0,,30.8,"3,635.67",,"9,080.56",0
2020-04-08,B4,0,,2.3,"5,123.26",,"10,802.87",0
2020-04-08,B5,260.83,,34.52,"1,900.76",,"1,094.45",0
2020-04-08,B6,0,,4.2,"3,344.79",,"13,169.45",147.22
2020-04-09,B1,,"4,584.49",0.04,"9,651.02","9,669.60",,"5,485.53"
2020-04-09,B2,,"2,869.17",19.08,"24,482.33","17,316.68",,22.22
2020-04-09,B3,0,,30.4,"3,508.47",,"7,397.23",0
2020-04-09,B4,0,,2.4,"4,964.22",,"9,251.95",0
2020-04-09,B5,791.29,,27.55,"1,944.22",,736.11,0
2020-04-09,B6,0,,0.7,"3,322.54",,"11,966.68",125.0
2020-04-10,B1,,"4,226.49",0.08,"9,937.58","11,680.82",,"5,436.86"
2020-04-10,B2,,"2,025.12",20.41,"24,761.51","20,333.35",,30.56
2020-04-10,B3,0,,29.3,"3,683.22",,"8,852.78",0
2020-04-10,B4,0,,0,"5,455.98",,"8,551.09",0
2020-04-10,B5,219.8,,28.02,"1,880.82",,"1,150.00",0
2020-04-10,B6,0,,0.0,"3,261.60",,"11,775.01",152.78
2020-04-11,B1,,"4,447.10",5.06,"9,576.49","15,489.86",,"5,417.08"
2020-04-11,B2,,"1,787.73",20.28,"22,746.18","23,050.02",,47.22
2020-04-11,B3,0,,29.2,"3,327.09",,"8,302.78",0
2020-04-11,B4,0,,0.1,"5,876.28",,"7,494.49",0
2020-04-11,B5,234.46,,27.56,"1,823.18",,"1,747.22",0
2020-04-11,B6,0,,0.1,"2,893.08",,"10,291.67",216.67
2020-04-12,B1,,"4,574.42",0.02,"9,530.83","16,289.40",,"5,385.65"
2020-04-12,B2,,"1,708.60",20.03,"22,710.08","23,830.57",,69.44
2020-04-12,B3,0,,29.4,"3,713.11",,"10,497.23",0
2020-04-12,B4,0,,1,"5,564.26",,"7,801.66",0
2020-04-12,B5,272.56,,28.94,"1,815.64",,"2,150.00",0
2020-04-12,B6,0,,0.0,"3,019.06",,"12,263.90",244.44
2020-04-13,B1,,"4,566.70",0.61,"9,780.55","14,672.91",,"5,377.05"
2020-04-13,B2,,"1,943.06",20.43,"24,691.37","22,505.57",,55.56
2020-04-13,B3,0,,29.5,"3,817.45",,"9,283.34",0
2020-04-13,B4,0,,1.5,"5,606.17",,"9,173.24",0
2020-04-13,B5,322.38,,36.5,"1,851.18",,"1,941.67",0
2020-04-13,B6,0,,0.2,"3,342.53",,"15,016.68",175.0
2020-04-14,B1,,"4,558.71",0.04,"9,945.19","10,815.00",,"5,435.32"
2020-04-14,B2,,"1,368.64",12.7,"24,685.15","17,658.35",,33.33
2020-04-14,B3,0,,31,"3,773.06",,"9,233.34",0
2020-04-14,B4,0,,1.9,"5,104.88",,"6,859.48",0
2020-04-14,B5,378.06,,26.6,"1,921.84",,766.67,0
2020-04-14,B6,0,,2.6,"3,390.40",,"12,830.57",94.44
2020-04-15,B1,,"4,554.80",5.07,"9,896.51","12,843.10",,"5,460.35"
2020-04-15,B2,,"1,591.38",18.38,"24,930.11","20,297.24",,44.44
2020-04-15,B3,0,,30.7,"3,871.85",,"9,991.67",0
2020-04-15,B4,0,,2.8,"5,830.28",,"8,164.09",0
2020-04-15,B5,319.45,,27.23,"1,804.83",,850,0
2020-04-15,B6,0,,2.9,"3,465.25",,"15,358.35",150.0
2020-04-16,B1,,"4,712.94",0.04,"9,913.31","11,179.80",,"5,455.09"
2020-04-16,B2,,"1,828.76",22.15,"24,575.16","18,252.79",,36.11
2020-04-16,B3,0,,30.4,"3,589.20",,"8,108.34",0
2020-04-16,B4,0,,2.2,"5,293.44",,"8,737.14",0
2020-04-16,B5,735.61,,30.71,"1,857.72",,913.89,0
2020-04-16,B6,0,,0.6,"3,319.98",,"12,533.34",158.33
2020-04-17,B1,,"4,512.73",0.2,"9,893.92","8,445.20",,"5,489.73"
2020-04-17,B2,,"1,521.04",17.28,"24,641.89","15,433.35",,16.67
2020-04-17,B3,0,,30.1,"3,351.02",,"6,213.89",0
2020-04-17,B4,0,,2.5,"4,569.68",,"6,287.47",0
2020-04-17,B5,732.68,,27.77,"1,887.75",,716.67,0
2020-04-17,B6,0,,0.4,"3,471.73",,"12,886.12",77.78
2020-04-18,B1,,"4,635.51",0.02,"9,629.14","10,858.89",,"5,488.37"
2020-04-18,B2,,"1,125.39",19.86,"22,502.51","16,030.57",,33.33
2020-04-18,B3,0,,29.3,"3,178.59",,"7,083.34",0
2020-04-18,B4,0,,0.6,"3,550.47",,"1,798.93",0
2020-04-18,B5,325.31,,26.58,"1,919.89",,858.33,0
2020-04-18,B6,0,,0.0,"2,792.53",,"7,480.56",119.44
2020-04-19,B1,,"4,978.56",5.06,"9,449.62","8,714.15",,"5,537.73"
2020-04-19,B2,,"2,338.71",20.54,"22,158.33","13,738.90",,25
2020-04-19,B3,0,,29.4,"3,203.50",,"6,383.34",0
2020-04-19,B4,0,,0,"3,448.76",,"1,554.11",0
2020-04-19,B5,"1,055.06",,32.14,"1,894.36",,647.22,0
2020-04-19,B6,0,,0.1,"2,883.69",,"8,291.67",147.22
2020-04-20,B1,,"6,577.94",1.23,"9,811.04","6,958.51",,"5,584.81"
2020-04-20,B2,,"5,808.67",19.09,"24,854.70","12,588.90",,11.11
2020-04-20,B3,0,,30.2,"3,208.54",,"3,777.78",0
2020-04-20,B4,0,,2.2,"4,836.47",,"4,704.33",0
2020-04-20,B5,"1,057.99",,28.54,"1,925.36",,430.56,0
2020-04-20,B6,0,,1.6,"3,600.05",,"12,102.79",81.95
2020-04-21,B1,,"5,081.42",0.15,"9,691.81","5,885.44",,"5,621.14"
2020-04-21,B2,,"7,250.58",20.61,"24,834.12","12,766.68",,11.11
2020-04-21,B3,0,,30.5,"3,222.48",,"3,050.00",0
2020-04-21,B4,0,,2.3,"4,610.34",,"3,568.38",0
2020-04-21,B5,"1,175.21",,27.42,"1,927.94",,577.78,0
2020-04-21,B6,0,,0.6,"3,636.95",,"11,547.23",16.67
2020-04-22,B1,,"4,674.59",0.07,"9,863.15","6,510.50",,"5,636.82"
2020-04-22,B2,,"2,986.39",18.84,"24,887.93","12,825.01",,11.11
2020-04-22,B3,0,,30.5,"3,200.35",,"3,922.23",0
2020-04-22,B4,0,,2.2,"4,895.70",,"4,199.16",0
2020-04-22,B5,"1,134.19",,28.45,"2,001.35",,616.67,0
2020-04-22,B6,0,,4.1,"3,568.60",,"12,191.68",27.78
2020-04-23,B1,,"4,612.63",5.33,"10,030.25","7,312.03",,"5,638.11"
2020-04-23,B2,,"2,028.05",20.57,"24,305.71","13,666.68",,13.89
2020-04-23,B3,0,,30.7,"3,204.63",,"3,944.45",0
2020-04-23,B4,0,,2.5,"5,413.33",,"6,088.04",0
2020-04-23,B5,803.01,,34.34,"2,011.97",,813.89,0
2020-04-23,B6,0,,0.3,"3,518.14",,"11,911.12",38.89
2020-04-24,B1,,"4,444.29",0.12,"9,839.25","7,750.39",,"5,616.45"
2020-04-24,B2,,"2,130.63",20.38,"23,406.15","13,097.23",,36.11
2020-04-24,B3,0,,30,"3,388.24",,"4,669.45",0
2020-04-24,B4,0,,1.9,"6,056.13",,"7,757.46",0
2020-04-24,B5,"1,002.30",,30.66,"1,997.43",,750,0
2020-04-24,B6,0,,0.7,"3,567.01",,"12,908.34",66.67
2020-04-25,B1,,"4,526.24",0.02,"9,558.99","6,928.37",,"5,650.51"
2020-04-25,B2,,"1,987.02",16.75,"21,231.07","10,883.34",,5.56
2020-04-25,B3,0,,29.1,"2,571.71",,"2,983.34",0
2020-04-25,B4,0,,0.1,"5,198.11",,"4,046.89",0
2020-04-25,B5,838.18,,30.17,"1,943.65",,750,0
2020-04-25,B6,0,,0.0,"3,123.89",,"8,722.23",36.11
2020-04-26,B1,,"4,480.18",0.03,"9,590.69","6,564.92",,"5,621.70"
2020-04-26,B2,,"1,556.21",11.59,"21,258.57","10,988.90",,5.56
2020-04-26,B3,0,,30.2,"2,840.20",,"3,702.78",0
2020-04-26,B4,0,,0,"3,185.89",,"1,417.38",0
2020-04-26,B5,975.93,,28.27,"1,929.56",,572.22,0
2020-04-26,B6,0,,0.0,"2,934.59",,"7,463.89",16.67
2020-04-27,B1,,"4,588.47",5.08,"9,850.96","6,695.44",,"5,607.96"
2020-04-27,B2,,"2,335.78",14.99,"23,400.18","11,888.90",,2.78
2020-04-27,B3,0,,30.3,"3,183.32",,"3,455.56",0
2020-04-27,B4,0,,2.6,"5,448.80",,"5,646.10",0
2020-04-27,B5,"1,011.10",,29.18,"1,938.91",,872.22,0
2020-04-27,B6,0,,1.6,"3,588.92",,"12,666.68",19.44
2020-04-28,B1,,"6,539.90",0.67,"9,912.16","7,314.58",,"5,626.83"
2020-04-28,B2,,"2,924.85",18.36,"23,533.42","11,572.23",,2.78
2020-04-28,B3,0,,30.2,"3,255.74",,"3,408.34",0
2020-04-28,B4,0,,3,"6,025.63",,"6,718.20",0
2020-04-28,B5,996.44,,35.03,"1,988.25",,652.78,0
2020-04-28,B6,0,,0.7,"3,388.53",,"10,700.01",52.78
2020-04-29,B1,,"8,271.19",0.16,"9,562.79","14,135.35",,"5,668.32"
2020-04-29,B2,,"4,659.83",12.67,"23,479.28","9,016.67",,2.78
2020-04-29,B3,0,,30.2,"3,067.11",,"1,633.33",0
2020-04-29,B4,0,,3.2,"5,563.28",,"5,519.90",0
2020-04-29,B5,"1,230.90",,35.34,"1,957.52",,538.89,0
2020-04-29,B6,0,,3.3,"3,709.08",,"11,269.45",50.0
2020-04-30,B1,,"4,449.36",0.26,"9,591.89","6,010.91",,"5,604.11"
2020-04-30,B2,,"3,258.95",16.38,"23,626.10","10,516.68",,2.78
2020-04-30,B3,0,,34.7,"2,900.95",,"1,577.78",0
2020-04-30,B4,0,,3,"4,991.68",,"4,096.62",0
2020-04-30,B5,955.41,,20.83,"1,950.72",,625,0
2020-04-30,B6,0,,0.3,"3,450.48",,"10,152.79",50.0
2020-05-01,B1,,"4,463.07",5.25,"9,978.04","7,003.89",,"5,635.02"
2020-05-01,B2,,"1,957.71",19.4,"23,437.32","11,716.68",,2.78
2020-05-01,B3,0,,30.3,"2,962.69",,"1,894.45",0
2020-05-01,B4,0,,2.8,"4,549.21",,"4,732.71",0
2020-05-01,B5,964.2,,19.52,"1,952.26",,591.67,0
2020-05-01,B6,0,,0.5,"3,410.78",,"10,752.79",47.22
2020-05-02,B1,,"4,515.41",0.01,"9,538.01","6,364.88",,"5,673.79"
2020-05-02,B2,,"2,628.85",18.04,"21,214.24","9,611.12",,2.78
2020-05-02,B3,0,,29.5,"2,476.66",,"1,494.45",0
2020-05-02,B4,0,,0.8,"2,620.73",,"1,249.07",0
2020-05-02,B5,952.48,,22.41,"1,928.60",,541.67,0
2020-05-02,B6,0,,0.2,"3,346.87",,"9,330.56",50.0
2020-05-03,B1,,"4,532.62",0.06,"9,554.63","6,929.06",,"5,719.47"
2020-05-03,B2,,"1,403.81",17.11,"21,429.38","11,305.56",,4.17
2020-05-03,B3,0,,29.9,"2,545.02",,"1,958.33",0
2020-05-03,B4,0,,0.1,"2,650.60",,"1,051.88",0
2020-05-03,B5,773.71,,24.28,"1,909.16",,972.22,0
2020-05-03,B6,0,,0.0,"3,030.33",,"7,613.89",16.67
2020-05-04,B1,,"4,594.30",0.06,"10,038.76","9,079.14",,"5,600.09"
2020-05-04,B2,,"1,107.81",16.44,"23,639.79","22,850.02",,5.56
2020-05-04,B3,0,,30.2,"2,982.54",,"3,288.89",0
2020-05-04,B4,0,,3.2,"5,334.65",,"6,839.34",0
2020-05-04,B5,260.83,,21.68,"1,730.24",,936.11,0
2020-05-04,B6,0,,1.5,"3,435.93",,"12,405.57",41.67
2020-05-05,B1,,"4,849.90",6.22,"9,879.50","7,533.22",,"5,474.54"
2020-05-05,B2,,"2,162.86",16.79,"23,492.81","19,925.02",,2.78
2020-05-05,B3,0,,30.5,"3,048.92",,"2,300.00",0
2020-05-05,B4,0,,3.7,"6,101.76",,"7,720.58",0
2020-05-05,B5,"1,043.33",,21.01,"1,475.38",,547.22,0
2020-05-05,B6,0,,0.9,"3,554.31",,"12,525.01",83.33
2020-05-06,B1,,"4,728.45",0.77,"9,944.64","6,915.47",,"5,562.78"
2020-05-06,B2,,"1,758.43",16.08,"23,204.10","13,175.01",,2.78
2020-05-06,B3,0,,30.5,"2,939.19",,"1,911.11",0
2020-05-06,B4,0,,2.8,"5,909.21",,"7,449.64",0
2020-05-06,B5,826.46,,24.1,"1,655.32",,527.78,0
2020-05-06,B6,0,,4.4,"3,237.88",,"9,538.90",30.56
2020-05-07,B1,,"4,676.31",0.03,"9,780.47","6,421.16",,"5,641.25"
2020-05-07,B2,,"1,822.90",17.64,"23,393.40","12,069.45",,2.78
2020-05-07,B3,0,,30.7,"2,773.67",,"1,736.11",0
2020-05-07,B4,0,,2,"5,759.76",,"7,500.71",0
2020-05-07,B5,867.49,,24.19,"1,932.10",,638.89,0
2020-05-07,B6,0,,0.5,"3,560.71",,"10,727.79",19.44
2020-05-08,B1,,"4,569.32",0.08,"10,310.88","8,044.81",,"5,615.21"
2020-05-08,B2,,879.21,16.02,"23,494.50","14,213.90",,2.78
2020-05-08,B3,0,,31.3,"2,863.22",,"2,822.22",0
2020-05-08,B4,0,,2.4,"5,604.78",,"9,301.01",0
2020-05-08,B5,389.78,,22.89,"1,852.19",,783.33,0
2020-05-08,B6,0,,0.4,"3,509.86",,"11,527.79",47.22
2020-05-09,B1,,"4,561.97",5.18,"9,833.20","8,365.47",,"5,596.46"
2020-05-09,B2,,527.53,16.95,"21,680.94","14,283.34",,5.56
2020-05-09,B3,0,,29.4,"2,556.97",,"2,836.11",0
2020-05-09,B4,0,,0.1,"4,682.97",,"5,126.90",0
2020-05-09,B5,624.24,,23.54,"1,877.67",,913.89,0
2020-05-09,B6,0,,0.0,"2,839.19",,"6,580.56",105.56
2020-05-10,B1,,"4,718.21",0.02,"9,573.26","9,782.50",,"5,578.08"
2020-05-10,B2,,533.39,19.06,"21,434.38","15,211.12",,5.56
2020-05-10,B3,0,,29.3,"2,577.54",,"3,319.45",0
2020-05-10,B4,0,,0,"4,705.21",,"4,942.84",0
2020-05-10,B5,199.29,,23.28,"1,863.91",,"1,327.78",0
2020-05-10,B6,0,,0.0,"2,814.75",,"6,977.78",130.56
2020-05-11,B1,,"4,739.89",0.08,"10,003.75","9,662.53",,"5,565.52"
2020-05-11,B2,,914.38,19.21,"23,406.48","15,913.90",,2.78
2020-05-11,B3,0,,30.2,"3,061.25",,"3,991.67",0
2020-05-11,B4,0,,3.1,"5,894.48",,"8,781.43",0
2020-05-11,B5,202.22,,27.78,"1,868.61",,"1,519.45",0
2020-05-11,B6,0,,1.4,"3,477.46",,"14,661.12",97.22
2020-05-12,B1,,"4,702.50",0.09,"10,286.70","8,591.01",,"5,545.99"
2020-05-12,B2,,899.73,19.39,"23,136.65","14,605.57",,5.56
2020-05-12,B3,0,,30.4,"2,844.71",,"2,927.78",0
2020-05-12,B4,0,,3.2,"5,723.10",,"9,119.05",0
2020-05-12,B5,278.42,,27.35,"1,867.44",,930.56,0
2020-05-12,B6,105.51,,2.3,"3,219.01",,"12,294.45",66.67
2020-05-13,B1,,"4,804.36",5.81,"10,119.70","7,756.06",,"5,541.21"
2020-05-13,B2,,"1,720.33",16.16,"22,999.35","13,191.68",,8.33
2020-05-13,B3,"5,480.43",,30.8,"2,942.38",,"3,372.22",0
2020-05-13,B4,0,,2.1,"5,269.40",,"7,168.54",0
2020-05-13,B5,"1,096.09",,22.92,"1,943.83",,819.45,0
2020-05-13,B6,767.85,,3.9,"3,279.04",,"11,855.57",91.67
2020-05-14,B1,,"5,318.68",0.04,"9,905.56","6,398.34",,"5,547.85"
2020-05-14,B2,,"1,699.81",18.89,"23,073.56","12,808.34",,2.78
2020-05-14,B3,"3,657.53",,30.7,"2,800.91",,"1,594.45",0
2020-05-14,B4,0,,2,"5,258.55",,"5,993.63",0
2020-05-14,B5,999.37,,26.38,"1,882.60",,633.33,0
2020-05-14,B6,852.84,,0.3,"3,481.55",,"11,886.12",47.22
2020-05-15,B1,,"9,503.99",0.21,"9,770.53","7,430.41",,"5,604.22"
2020-05-15,B2,,"2,485.24",18.55,"23,143.39","11,975.01",,2.78
2020-05-15,B3,"3,452.38",,30.2,"2,769.51",,922.22,0
2020-05-15,B4,0,,2.8,"4,653.05",,"5,410.25",0
2020-05-15,B5,"1,022.82",,27.01,"1,899.01",,594.44,0
2020-05-15,B6,946.62,,0.4,"3,488.55",,"11,775.01",44.44
2020-05-16,B1,,"7,930.97",0.07,"9,180.63","14,636.09",,"5,678.76"
2020-05-16,B2,,"4,149.89",18.96,"21,485.46","10,197.23",,0
2020-05-16,B3,"2,379.74",,29.7,"2,286.77",,919.45,0
2020-05-16,B4,0,,0.1,"2,753.21",,"1,003.14",0
2020-05-16,B5,"1,210.38",,24.26,"1,799.45",,544.44,0
2020-05-16,B6,"2,092.53",,0.0,"3,353.65",,"10,552.79",8.33
2020-05-17,B1,,"8,190.71",5.11,"8,891.00","18,308.73",,"5,772.87"
2020-05-17,B2,,"4,683.28",17.58,"21,472.44","8,900.01",,0
2020-05-17,B3,"2,394.39",,30.2,"2,294.48",,694.45,0
2020-05-17,B4,0,,0,"2,609.06",,838.44,0
2020-05-17,B5,"1,318.82",,25.56,"1,804.03",,450,0
2020-05-17,B6,"2,804.69",,0.1,"3,275.37",,"10,408.34",0.0
2020-05-18,B1,,"7,192.87",0.0,"9,136.75","14,677.57",,"5,754.47"
2020-05-18,B2,,"4,340.38",18.81,"22,800.82","9,477.79",,0
2020-05-18,B3,"3,689.76",,30.2,"2,761.88",,602.78,0
2020-05-18,B4,0,,2,"4,428.27",,"3,493.79",0
2020-05-18,B5,"1,227.97",,25.3,"1,845.81",,386.11,0
2020-05-18,B6,"1,708.60",,0.0,"3,528.23",,"10,408.34",0.0
2020-05-19,B1,,"4,690.84",0.03,"9,660.93","6,597.50",,"5,719.04"
2020-05-19,B2,,"1,310.03",17.08,"23,657.86","11,250.01",,0
2020-05-19,B3,"2,995.19",,30.6,"2,596.74",,"1,547.22",0
2020-05-19,B4,0,,3.9,"5,068.92",,"5,632.29",0
2020-05-19,B5,"1,078.50",,24.43,"1,905.75",,547.22,0
2020-05-19,B6,682.86,,1.6,"3,333.20",,"8,261.12",0.0
2020-05-20,B1,,"4,642.16",0.02,"9,832.64","6,495.05",,"5,635.42"
2020-05-20,B2,,"1,011.10",17.39,"23,801.13","12,586.12",,2.78
2020-05-20,B3,"2,845.72",,30.9,"2,588.35",,"1,869.45",0
2020-05-20,B4,44.58,,2.8,"5,592.67",,"8,318.37",0
2020-05-20,B5,803.01,,20.9,"1,884.10",,608.33,0
2020-05-20,B6,172.91,,4.0,"3,275.63",,"8,033.34",0.0
2020-05-21,B1,,"4,563.64",5.06,"9,886.20","8,611.96",,"5,603.58"
2020-05-21,B2,,"1,154.70",18.23,"24,310.71","13,552.79",,88.89
2020-05-21,B3,0,,0,"3,059.13",,0,0
2020-05-21,B4,0,,3.5,"5,304.87",,"8,885.97",0
2020-05-21,B5,82.06,,27.74,"1,811.86",,822.22,0
2020-05-21,B6,291.61,,0.6,"3,252.57",,"7,950.01",61.11
2020-05-22,B1,,"4,583.04",0.73,"9,841.40","9,620.14",,"5,630.15"
2020-05-22,B2,,"1,040.40",16.71,"23,617.11","14,536.12",,2.78
2020-05-22,B3,0,,0,"3,521.88",,0,0
2020-05-22,B4,0,,2.2,"5,018.31",,"7,746.57",0
2020-05-22,B5,205.15,,26.28,"1,891.88",,916.67,0
2020-05-22,B6,291.61,,0.4,"3,249.18",,"8,750.01",188.89
2020-05-23,B1,,"5,085.72",0.0,"9,331.81","7,119.58",,"5,631.57"
2020-05-23,B2,,876.28,16.68,"21,539.63","12,775.01",,2.78
2020-05-23,B3,0,,0,"3,131.87",,0,0
2020-05-23,B4,0,,0,"4,554.80",,"4,607.03",0
2020-05-23,B5,803.01,,22.7,"1,860.64",,602.78,0
2020-05-23,B6,410.3,,0.1,"2,942.07",,"6,927.78",91.67
2020-05-24,B1,,"7,917.96",0.0,"9,123.09","15,529.71",,"5,699.44"
2020-05-24,B2,,"3,455.31",15.64,"21,309.34","10,230.56",,2.78
2020-05-24,B3,0,,0,"3,044.14",,0,0
2020-05-24,B4,0,,1.4,"4,455.70",,"3,716.33",0
2020-05-24,B5,"1,034.54",,25.57,"1,772.63",,536.11,0
2020-05-24,B6,"1,866.86",,0.0,"3,186.63",,"9,008.34",55.56
2020-05-25,B1,,"8,529.79",6.96,"9,238.22","5,716.92",,"5,814.74"
2020-05-25,B2,,"4,756.54",17.26,"23,487.71","10,322.23",,0
2020-05-25,B3,0,,0,"3,433.11",,0,0
2020-05-25,B4,30.66,,2.8,"4,951.63",,"4,595.30",0
2020-05-25,B5,"1,166.42",,24.6,"1,840.18",,355.56,0
2020-05-25,B6,"1,647.06",,1.5,"3,070.91",,"7,997.23",19.44
2020-05-26,B1,,"4,823.10",0.08,"9,609.24","8,208.04",,"5,787.37"
2020-05-26,B2,,"4,176.26",16.54,"23,436.15","12,006.96",,0
2020-05-26,B3,0,,0,"3,654.08",,0,0
2020-05-26,B4,0,,3.1,"4,796.80",,"5,027.43",0
2020-05-26,B5,999.37,,26.82,"1,904.97",,633.33,0
2020-05-26,B6,855.77,,0.8,"3,165.61",,"8,155.56",38.89
2020-05-27,B1,,"4,606.27",0.01,"9,658.05","8,441.78",,"5,741.09"
2020-05-27,B2,,"3,595.98",15.81,"25,007.98","13,691.68",,0
2020-05-27,B3,0,,0,"3,819.36",,0,0
2020-05-27,B4,0,,3.3,"4,964.17",,"5,321.72",0
2020-05-27,B5,"1,154.70",,17.36,"1,853.03",,575,0
2020-05-27,B6,"1,415.53",,3.0,"3,493.50",,"12,383.34",58.33
2020-05-28,B1,,"8,280.77",0.04,"9,528.58","5,248.27",,"5,790.23"
2020-05-28,B2,,"6,553.07",16.79,"24,756.69","12,352.79",,0
2020-05-28,B3,0,,0,"4,558.69",,0,0
2020-05-28,B4,0,,4.3,"5,001.01",,"5,352.47",0
2020-05-28,B5,"1,280.72",,17.17,"1,835.68",,672.22,0
2020-05-28,B6,"2,118.90",,0.3,"3,851.78",,"15,061.12",0.0
2020-05-29,B1,,"8,344.84",5.05,"9,281.49","5,512.16",,"5,870.62"
2020-05-29,B2,,"4,885.49",16.79,"24,569.65","10,925.01",,0
2020-05-29,B3,0,,0,"4,898.94",,0,0
2020-05-29,B4,0,,3,"4,012.96",,"3,171.17",0
2020-05-29,B5,"1,770.15",,20.54,"1,836.33",,425,0
2020-05-29,B6,"3,469.96",,0.3,"3,721.04",,"11,819.45",0.0
2020-05-30,B1,,"9,474.75",0.07,"8,908.79","3,663.75",,"5,863.72"
2020-05-30,B2,,"4,885.49",17.77,"21,525.89","8,661.12",,0
2020-05-30,B3,0,,0,"4,927.77",,0,0
2020-05-30,B4,0,,0.2,"2,949.63",,816.41,0
2020-05-30,B5,"1,937.20",,22.43,"1,814.60",,244.44,0
2020-05-30,B6,"4,413.65",,0.0,"3,596.99",,"9,255.56",0.0
2020-05-31,B1,,"7,821.09",0.58,"9,558.12","6,611.38",,"5,820.67"
2020-05-31,B2,,"3,217.92",15.13,"21,389.99","9,356.96",,0
2020-05-31,B3,0,,0,"4,809.23",,0,0
2020-05-31,B4,0,,0,"2,810.85",,902.5,0
2020-05-31,B5,"1,441.91",,18.31,"1,862.85",,480.56,0
2020-05-31,B6,"2,233.20",,0.0,"3,648.44",,"10,844.45",0.0
2020-06-01,B1,,"8,009.63",0.03,"9,474.71","7,863.34",,"5,840.31"
2020-06-01,B2,,"3,522.71",16.22,"22,021.86","10,052.79",,0
