Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2020-06-01,B3,0,,0,"4,849.67",,0,0
2020-06-01,B4,0,,2.9,"4,787.47",,"3,715.62",0
2020-06-01,B5,"1,222.11",,17.46,"1,884.32",,475,0
2020-06-01,B6,"1,752.56",,1.6,"3,714.82",,"12,202.79",0.0
2020-06-02,B1,,"7,928.16",5.69,"9,850.28","5,843.24",,"5,870.35"
2020-06-02,B2,,"5,580.07",17.07,"22,550.70","9,755.57",,0
2020-06-02,B3,0,,0,"4,521.81",,0,0
2020-06-02,B4,"5,169.52",,3.4,"5,283.54",,"5,451.22",0
2020-06-02,B5,"1,433.12",,18.34,"1,833.24",,397.22,0
2020-06-02,B6,"2,546.79",,0.6,"3,465.48",,"11,052.79",0.0
2020-06-03,B1,,"4,714.85",0.09,"9,321.64","7,091.08",,"5,866.80"
2020-06-03,B2,,"4,299.35",17.07,"21,980.01","9,458.34",,0
2020-06-03,B3,0,,0,"4,551.70",,0,0
2020-06-03,B4,"2,722.42",,3.5,"4,900.58",,"5,262.63",0
2020-06-03,B5,"1,532.76",,16.27,"1,828.45",,400,0
2020-06-03,B6,"2,186.31",,3.4,"3,388.71",,"11,538.90",0.0
2020-06-04,B1,,"4,694.05",0.4,"9,907.45","6,546.09",,"5,822.55"
2020-06-04,B2,,"2,872.10",17.92,"23,943.44","10,358.34",,0
2020-06-04,B3,0,,0,"4,443.40",,0,0
2020-06-04,B4,"1,357.57",,3.3,"4,735.85",,"5,141.50",0
2020-06-04,B5,"1,274.86",,23.11,"1,858.76",,472.22,0
2020-06-04,B6,"1,236.76",,0.6,"3,272.27",,"10,955.56",0.0
2020-06-05,B1,,"7,807.43",0.12,"9,799.01","6,596.99",,"5,850.03"
2020-06-05,B2,,"3,341.01",16.14,"23,886.97","9,754.18",,0
2020-06-05,B3,0,,0,"4,383.14",,0,0
2020-06-05,B4,"2,143.48",,2.7,"5,377.07",,"5,807.00",0
2020-06-05,B5,"1,213.31",,18.16,"1,891.02",,516.67,0
2020-06-05,B6,"1,321.75",,0.4,"3,212.39",,"8,972.23",0.0
2020-06-06,B1,,"4,857.37",5.04,"9,178.52","5,429.99",,"5,841.26"
2020-06-06,B2,,"2,162.87",19.05,"21,772.17","9,150.01",,0
2020-06-06,B3,0,,0,"3,954.56",,0,0
2020-06-06,B4,"2,377.49",,0.1,"4,332.88",,"3,508.98",0
2020-06-06,B5,"1,436.05",,21.03,"1,844.21",,458.33,0
2020-06-06,B6,"1,945.99",,0.0,"3,137.22",,"7,483.34",0.0
2020-06-07,B1,,"4,473.71",0.01,"9,419.15","7,948.95",,"5,811.96"
2020-06-07,B2,,984.72,18.48,"22,022.16","11,438.90",,0
2020-06-07,B3,0,,0,"3,958.36",,0,0
2020-06-07,B4,"1,544.05",,1.9,"4,439.57",,"3,446.70",0
2020-06-07,B5,574.42,,33.28,"1,810.56",,450,0
2020-06-07,B6,137.74,,,"2,697.18",,"5,277.78",16.67
2020-06-08,B1,,"4,700.24",0.16,"9,892.84","7,303.04",,"5,822.81"
2020-06-08,B2,,"3,302.91",17.91,"24,183.10","10,761.12",,0
2020-06-08,B3,0,,0,"3,697.38",,0,0
2020-06-08,B4,710.6,,3.7,"5,464.34",,"5,637.11",0
2020-06-08,B5,"1,016.96",,20.93,"1,869.40",,502.78,0
2020-06-08,B6,"1,040.40",,7.5,"3,392.07",,"9,383.34",66.67
2020-06-09,B1,,"7,937.44",0.66,"9,958.99","6,100.42",,"5,865.25"
2020-06-09,B2,,"4,044.38",15.07,"23,421.50","10,427.79",,0
2020-06-09,B3,0,,0,"3,433.01",,0,0
2020-06-09,B4,"2,505.53",,4.6,"5,063.33",,"5,533.69",0
2020-06-09,B5,"1,233.83",,21.5,"1,822.81",,380.56,0
2020-06-09,B6,"1,635.34",,0.6,"3,165.77",,"9,469.45",41.67
2020-06-10,B1,,"9,470.13",5.12,"9,743.29","4,257.85",,"5,902.20"
2020-06-10,B2,,"7,320.92",16.36,"22,804.59","8,794.45",,0
2020-06-10,B3,0,,0,"3,746.95",,0,0
2020-06-10,B4,"6,648.75",,3,"4,571.29",,"4,600.79",0
2020-06-10,B5,"1,764.29",,24.6,"1,776.69",,352.78,0
2020-06-10,B6,"3,426.00",,3.0,"3,365.24",,"10,891.68",0.0
2020-06-11,B1,,"9,580.02",0.03,"9,579.74","3,157.72",,"5,912.25"
2020-06-11,B2,,"8,683.70",14.98,"23,148.66","7,638.90",,0
2020-06-11,B3,0,,0,"3,784.90",,0,0
2020-06-11,B4,"6,623.15",,3.7,"4,697.75",,"4,244.81",0
2020-06-11,B5,"1,884.45",,18.88,"1,761.90",,280.56,0
2020-06-11,B6,"4,050.24",,0.2,"3,445.39",,"11,058.34",0.0
2020-06-12,B1,,"9,045.74",0.7,"9,717.48","4,045.83",,"5,940.59"
2020-06-12,B2,,"9,929.25",15.81,"24,080.81","7,233.34",,0
2020-06-12,B3,0,,0,"3,797.82",,0,0
2020-06-12,B4,"6,603.68",,3.6,"4,166.98",,"3,391.64",0
2020-06-12,B5,"1,963.58",,22.8,"1,839.13",,413.89,0
2020-06-12,B6,"3,950.60",,,"3,541.21",,"9,525.01",0.0
2020-06-13,B1,,"8,083.83",0.0,"9,356.21","6,396.41",,"5,878.07"
2020-06-13,B2,,"4,193.85",16.64,"22,208.87","7,861.12",,0
2020-06-13,B3,0,,0,"3,578.11",,0,0
2020-06-13,B4,"4,881.47",,0.1,"2,325.49",,840.95,0
2020-06-13,B5,"1,488.80",,18.98,"1,763.34",,380.56,0
2020-06-13,B6,"2,681.60",,0.0,"3,180.09",,"7,863.90",0.0
2020-06-14,B1,,"4,749.27",4.7,"9,917.10","5,785.97",,"5,871.29"
2020-06-14,B2,,"3,765.96",17.75,"22,074.68","8,280.56",,0
2020-06-14,B3,0,,0,"3,656.24",,0,0
2020-06-14,B4,"4,881.47",,1.5,"3,530.06",,700.72,0
2020-06-14,B5,"1,494.66",,18.55,"1,788.24",,455.56,0
2020-06-14,B6,"1,869.79",,,"3,111.08",,"9,077.79",0.0
2020-06-15,B1,,"4,818.24",0.01,"10,300.57","5,302.23",,"5,853.24"
2020-06-15,B2,,"5,840.91",104.31,"24,272.22","8,705.56",,0
2020-06-15,B3,0,,0,"3,810.42",,0,0
2020-06-15,B4,"3,159.25",,2.8,"3,530.06",,"2,551.74",0
2020-06-15,B5,"1,465.36",,20.31,"1,780.68",,444.44,0
2020-06-15,B6,"2,142.35",,1.5,"3,295.97",,"10,505.56",0.0
2020-06-16,B1,,"4,765.87",0.68,"9,889.83","5,982.36",,"5,870.39"
2020-06-16,B2,,"4,706.72",129.31,"24,341.20","9,000.01",,0
2020-06-16,B3,0,,0,"4,297.08",,0,0
2020-06-16,B4,"2,444.84",,3.1,"4,734.63",,"3,472.11",0
2020-06-16,B5,"1,251.41",,15.58,"1,769.43",,405.56,0
2020-06-16,B6,"1,866.86",,0.5,"3,387.83",,"11,016.68",0.0
2020-06-17,B1,,"5,005.18",1.02,"10,133.16","6,802.47",,"5,884.25"
2020-06-17,B2,,"2,450.07",56.59,"24,584.84","10,650.01",,0
2020-06-17,B3,0,,0,"4,914.70",,0,0
2020-06-17,B4,"1,295.83",,3,"4,822.97",,"5,029.48",0
2020-06-17,B5,"1,160.56",,16.36,"1,839.06",,552.78,0
2020-06-17,B6,"1,019.89",,4.0,"3,087.65",,"7,988.90",0.0
2020-06-18,B1,,"8,706.22",5.39,"10,086.11","7,212.54",,"5,893.68"
2020-06-18,B2,,"3,469.96",22.59,"24,545.72","9,630.56",,0
2020-06-18,B3,0,,0,"4,456.58",,0,0
2020-06-18,B4,146.82,,2.9,"5,077.91",,"4,470.57",0
2020-06-18,B5,"1,113.67",,24.81,"1,810.90",,455.56,0
2020-06-18,B6,"1,169.35",,0.3,"3,232.40",,"7,902.78",0.0
2020-06-19,B1,,"8,726.78",0.12,"9,918.83","4,655.41",,"5,913.69"
2020-06-19,B2,,"6,529.62",12.6,"24,418.91","9,072.23",,0
2020-06-19,B3,0,,0,"4,370.66",,0,0
2020-06-19,B4,"3,845.03",,2.6,"5,332.84",,"4,371.00",0
2020-06-19,B5,"1,465.36",,19.26,"1,718.89",,308.33,0
2020-06-19,B6,"2,954.16",,0.2,"3,365.29",,"8,191.67",0.0
2020-06-20,B1,,"9,555.81",0.0,"9,986.18","3,008.72",,"5,931.52"
2020-06-20,B2,,"5,729.54",14.58,"21,977.74","7,169.45",,0
2020-06-20,B3,0,,0,"3,947.66",,0,0
2020-06-20,B4,"5,188.40",,0.3,"4,560.32",,"3,147.50",0
2020-06-20,B5,"1,799.46",,30.86,"1,704.75",,333.33,0
2020-06-20,B6,"3,968.18",,0.1,"3,289.80",,"7,650.01",0.0
2020-06-21,B1,,"8,140.68",0.16,"9,920.27","5,895.13",,"5,891.00"
2020-06-21,B2,,"4,929.46",12.95,"21,924.07","7,454.18",,8.33
2020-06-21,B3,0,,0,"3,956.45",,0,0
2020-06-21,B4,95.94,,0.1,"3,293.48",,"1,463.61",0
2020-06-21,B5,"1,649.99",,30.94,"1,764.64",,416.67,0
2020-06-21,B6,"3,675.11",,0.0,"3,362.55",,"8,783.34",0.0
2020-06-22,B1,,"9,778.21",5.46,"10,614.66","3,189.31",,"5,930.58"
2020-06-22,B2,,"9,923.39",8.92,"24,373.69","7,738.90",,2.78
2020-06-22,B3,0,,0,"4,470.49",,0,0
2020-06-22,B4,"8,637.62",,3.1,"4,635.17",,"3,006.84",0
2020-06-22,B5,"2,151.14",,20.31,"1,745.87",,277.78,0
2020-06-22,B6,"4,580.70",,1.3,"3,370.30",,"7,969.45",0.0
2020-06-23,B1,,"8,855.73",0.0,"10,677.60","1,578.31",,"5,853.77"
2020-06-23,B2,,"8,157.64",8.92,"24,747.33","6,877.78",,0
2020-06-23,B3,0,,0,"4,307.60",,0,0
2020-06-23,B4,"6,749.45",,3.9,"4,733.68",,"4,439.26",0
2020-06-23,B5,"1,553.28",,24.21,"1,746.23",,241.67,0
2020-06-23,B6,"4,533.81",,0.4,"3,620.64",,"9,538.90",0.0
2020-06-24,B1,,"7,946.52",0.7,"10,794.79","6,371.98",,"5,736.79"
2020-06-24,B2,,"6,391.88",8.92,"24,369.16","7,761.12",,0
2020-06-24,B3,0,,0,"4,286.16",,0,0
2020-06-24,B4,"3,602.12",,3.2,"4,209.48",,"3,400.05",0
2020-06-24,B5,"1,409.67",,19.42,"1,787.83",,394.44,0
2020-06-24,B6,"2,839.86",,3.3,"3,544.01",,"9,722.23",0.0
2020-06-25,B1,,"9,292.93",12.6,"10,688.99","3,464.53",,"5,754.18"
2020-06-25,B2,,"9,167.26",8.92,"24,526.09","8,088.90",,0
2020-06-25,B3,0,,0,"4,452.52",,0,0
2020-06-25,B4,"8,213.09",,4.1,"4,578.23",,"3,483.05",0
2020-06-25,B5,"1,922.55",,18.37,"1,735.90",,316.67,0
2020-06-25,B6,"4,615.87",,0.4,"3,363.60",,"7,341.67",0.0
2020-06-26,B1,,"8,575.25",18.73,"10,049.89",779.86,,"5,777.73"
2020-06-26,B2,,"10,430.40",4.89,"24,703.50","3,175.00",,0
2020-06-26,B3,0,,0,"4,405.88",,0,0
2020-06-26,B4,"8,761.08",,3.4,"4,702.14",,"3,950.03",0
2020-06-26,B5,"1,781.87",,15.06,"1,646.91",,325,0
2020-06-26,B6,"5,287.00",,0.5,"3,708.17",,"8,472.23",0.0
2020-06-27,B1,,"4,605.98",0.8,"9,608.09","7,654.22",,"5,717.36"
2020-06-27,B2,,"2,271.30",0.54,"21,977.52",688.89,,0
2020-06-27,B3,0,,"2,512.00","3,960.33",,0,0
2020-06-27,B4,"5,130.84",,0.2,"2,450.14",,870.64,0
2020-06-27,B5,"1,055.06",,16.54,"1,767.15",,441.67,0
2020-06-27,B6,"2,133.56",,0.1,"3,033.41",,"6,800.01",0.0
2020-06-28,B1,,"4,435.17",0.04,"9,708.50","7,497.76",,"5,604.11"
2020-06-28,B2,,858.7,1.62,"22,049.92",688.89,,0
2020-06-28,B3,0,,"2,516.00","4,020.50",,0,0
2020-06-28,B4,"5,130.84",,1.1,"2,799.34",,"1,014.75",0
2020-06-28,B5,890.94,,17.45,"1,783.12",,441.67,0
2020-06-28,B6,257.9,,0.0,"2,697.29",,"4,913.89",0.0
2020-06-29,B1,,"4,756.43",5.43,"10,265.41","6,468.98",,"5,674.37"
2020-06-29,B2,,"2,453.00",2.7,"20,574.68",688.89,,5.56
2020-06-29,B3,0,,538,"1,407.07",,0,0
2020-06-29,B4,"1,500.59",,4.7,"5,020.79",,"5,147.15",0
2020-06-29,B5,"1,210.38",,20.85,652.98,,486.11,0
2020-06-29,B6,"2,420.77",,4.5,"3,338.47",,"9,011.12",0.0
2020-06-30,B1,,"4,883.78",5.75,"11,295.83","7,140.64",,"5,681.06"
2020-06-30,B2,,"1,406.74",4.47,"29,626.80",688.89,,2.78
2020-06-30,B3,0,,301,"7,204.87",,0,0
2020-06-30,B4,"1,500.59",,4,"4,833.86",,"5,749.93",0
2020-06-30,B5,"1,087.29",,27.51,"2,939.45",,577.78,0
2020-06-30,B6,"1,611.89",,0.3,"3,195.60",,"10,019.45",0.0
2020-07-01,B1,,"9,081.62",0.08,"10,690.83","5,594.86",,"5,678.11"
2020-07-01,B2,,"5,166.84",4.47,"24,416.92",5.56,,0
2020-07-01,B3,0,,294,"4,920.55",,0,0
2020-07-01,B4,"4,509.33",,2,"5,331.71",,"7,211.06",0
2020-07-01,B5,"1,166.42",,17.51,"1,723.03",,436.11,0
2020-07-01,B6,"2,951.23",,0.1,"3,358.85",,"8,930.56",0.0
2020-07-02,B1,,"8,689.35",0.61,"10,749.91","5,220.36",,"5,718.40"
2020-07-02,B2,,"6,116.39",7.41,"25,142.10",319.45,,5.56
2020-07-02,B3,0,,303,"4,771.23",,0,0
2020-07-02,B4,"4,490.28",,2.7,"5,479.09",,"7,124.28",0
2020-07-02,B5,"1,207.45",,21.03,"1,711.73",,402.78,0
2020-07-02,B6,"3,258.95",,0.5,"3,466.65",,"9,152.79",0.0
2020-07-03,B1,,"9,741.24",2.66,"10,725.55","3,316.04",,"5,857.48"
2020-07-03,B2,,"8,739.38",4.58,"24,522.34",319.45,,8.33
2020-07-03,B3,0,,290,"5,215.25",,0,0
2020-07-03,B4,"9,066.75",,2.1,"5,345.02",,"6,424.68",0
2020-07-03,B5,"1,688.09",,35.11,"1,674.25",,227.78,0
2020-07-03,B6,"4,161.61",,0.9,"3,418.11",,"8,347.23",0.0
2020-07-04,B1,,"8,456.63",4.71,"10,378.62","6,834.37",,"5,771.02"
2020-07-04,B2,,"5,873.14",4.58,"22,466.57",319.45,,2.78
2020-07-04,B3,0,,277,"4,832.39",,0,0
2020-07-04,B4,"5,355.93",,0.1,"4,693.53",,"7,323.67",0
2020-07-04,B5,"1,456.56",,31.67,"1,732.65",,450,0
2020-07-04,B6,"3,581.33",,0.0,"3,358.48",,"8,427.78",0.0
2020-07-05,B1,,"8,681.40",0.03,"10,317.74","5,252.79",,"5,620.43"
2020-07-05,B2,,"6,938.45",3.5,"22,668.34",319.45,,11.11
2020-07-05,B3,0,,240,"4,966.80",,0,0
2020-07-05,B4,"6,740.64",,2.3,"4,833.42",,"7,291.92",0
2020-07-05,B5,"1,427.26",,18.69,"1,671.92",,344.44,0
2020-07-05,B6,"3,510.99",,0.0,"3,287.43",,"7,780.56",0.0
2020-07-06,B1,,"8,683.92",0.75,"11,091.65","3,761.04",,"5,659.36"
2020-07-06,B2,,"8,003.77",12.16,"24,782.03",633.33,,16.67
2020-07-06,B3,0,,253,"4,907.93",,0,0
2020-07-06,B4,"8,743.13",,4.4,"5,458.05",,"6,644.42",0
2020-07-06,B5,"1,887.38",,18.48,"1,673.35",,266.67,0
2020-07-06,B6,"4,434.17",,1.5,"2,337.76",,"8,772.23",0.0
2020-07-07,B1,,"7,488.63",0.21,"11,506.14","8,035.49",,"5,668.27"
2020-07-07,B2,,"3,654.60",15.18,"24,616.33","7,636.12",,8.33
2020-07-07,B3,0,,25.3,"4,658.72",,0,0
2020-07-07,B4,"2,552.31",,5.7,"5,499.89",,"7,877.22",0
2020-07-07,B5,"1,998.74",,17.0,"1,603.51",,438.89,0
2020-07-07,B6,"3,393.76",,0.6,"4,716.54",,"11,069.45",0.0
2020-07-08,B1,,"7,159.04",5.11,"11,357.56","7,395.52",,"5,678.08"
2020-07-08,B2,,"3,238.44",11.04,"23,848.74","5,991.67",,0
2020-07-08,B3,0,,25.8,"4,705.35",,0,0
2020-07-08,B4,"2,035.23",,3.7,"5,652.14",,"7,819.72",0
2020-07-08,B5,"2,602.47",,19.49,"1,665.32",,466.67,0
2020-07-08,B6,"2,637.64",,3.1,"3,246.21",,"12,466.68",0.0
2020-07-09,B1,,"8,966.28",1.34,"11,054.52","4,922.79",,"5,769.60"
2020-07-09,B2,,"7,303.33",9.91,"25,012.61","5,602.78",,0
2020-07-09,B3,0,,25.4,"4,977.73",,0,0
2020-07-09,B4,"7,175.43",,2.8,"6,183.35",,"7,405.29",0
2020-07-09,B5,"2,637.64",,17.86,"1,729.33",,319.44,0
2020-07-09,B6,"3,982.84",,0.6,"4,149.08",,"11,411.12",0.0
2020-07-10,B1,,"8,953.91",0.59,"11,318.26","3,799.53",,"5,742.27"
2020-07-10,B2,,"9,615.66",11.07,"25,355.40","8,408.34",,0
2020-07-10,B3,0,,25.6,"4,862.59",,0,0
2020-07-10,B4,"7,944.01",,4.1,"6,313.52",,"5,785.12",0
2020-07-10,B5,"2,567.30",,17.35,"1,652.26",,227.78,0
2020-07-10,B6,"4,715.51",,0.5,"1,522.65",,"10,752.79",0.0
2020-07-11,B1,,"7,250.75",0.54,"10,674.09","3,639.02",,"5,739.67"
2020-07-11,B2,,"10,368.85",6.76,"20,923.95","7,738.90",,0
2020-07-11,B3,0,,24,"4,888.35",,0,0
2020-07-11,B4,"9,837.12",,0.5,"6,238.05",,"6,057.07",0
2020-07-11,B5,"2,576.09",,17.43,"1,668.89",,297.22,0
2020-07-11,B6,"5,430.61",,0.0,"3,858.61",,"10,663.90",0.0
2020-07-12,B1,,"8,551.56",4.83,"10,439.56","3,553.23",,"5,685.18"
2020-07-12,B2,,"9,477.92",4.57,"21,800.47","8,247.23",,0
2020-07-12,B3,0,,25.3,"4,849.14",,0,0
2020-07-12,B4,"6,740.22",,0.1,"6,180.66",,"5,780.95",0
2020-07-12,B5,"2,602.47",,16.93,"1,721.36",,438.89,0
2020-07-12,B6,"4,536.74",,0.0,"3,858.61",,"10,802.79",0.0
2020-07-13,B1,,"7,932.50",0.76,"11,396.58","6,504.81",,"5,694.78"
2020-07-13,B2,,"6,529.62",8.79,"23,086.46","5,525.00",,0
2020-07-13,B3,0,,26.5,"4,756.23",,0,0
2020-07-13,B4,"3,358.96",,3.3,"6,330.56",,"8,484.54",0
2020-07-13,B5,"2,592.22",,15.36,"1,708.04",,366.67,0
2020-07-13,B6,"3,314.63",,1.6,"3,858.61",,"13,311.12",0.0
2020-07-14,B1,,"9,423.58",0.76,"11,472.90","4,290.59",,"5,649.40"
2020-07-14,B2,,"9,325.52",8.79,"22,618.67","6,650.01",,0
2020-07-14,B3,0,,26.1,"5,189.16",,0,0
2020-07-14,B4,"8,133.50",,2.9,"6,263.27",,"7,716.84",0
2020-07-14,B5,"2,581.96",,17.06,"1,656.45",,280.56,0
2020-07-14,B6,"4,202.64",,0.7,"3,858.61",,"13,411.12",0.0
2020-07-15,B1,,"9,483.73",0.2,"11,348.85","3,979.00",,"5,782.68"
2020-07-15,B2,,"11,318.40",8.79,"22,731.68","7,230.56",,0
2020-07-15,B3,0,,26.3,"5,061.35",,0,0
2020-07-15,B4,"8,874.68",,8.2,"6,176.90",,"6,239.52",0
2020-07-15,B5,"2,596.61",,17.73,"1,677.99",,316.67,0
2020-07-15,B6,"5,081.85",,4.3,"3,858.61",,"10,719.45",0.0
2020-07-16,B1,,"11,169.17",5.78,"11,158.60","3,471.47",,"5,761.37"
2020-07-16,B2,,"13,557.47",5.25,"22,791.55","7,550.01",,0
2020-07-16,B3,0,,25.9,"5,275.84",,0,0
2020-07-16,B4,"9,856.18",,2.7,"6,167.27",,"4,759.94",0
2020-07-16,B5,"2,520.41",,19.65,"1,674.71",,277.78,0
2020-07-16,B6,"5,641.62",,0.5,"3,858.61",,"9,563.90",0.0
2020-07-17,B1,,"8,998.69",0.34,"11,106.46","5,185.63",,"5,770.79"
2020-07-17,B2,,"9,724.10",5.25,"22,659.20","8,155.56",,0
2020-07-17,B3,0,,25,"5,042.42",,0,0
2020-07-17,B4,"6,724.54",,2.3,"6,211.43",,"6,206.14",0
2020-07-17,B5,"2,570.23",,14.61,"1,693.06",,305.56,0
2020-07-17,B6,"4,460.54",,0.0,"3,858.61",,"10,288.90",0.0
2020-07-18,B1,,"9,281.21",0.22,"10,533.29","4,027.93",,"5,796.58"
2020-07-18,B2,,"10,061.13",5.25,"21,709.72","7,419.45",,0
2020-07-18,B3,0,,24,"4,978.97",,"12,652.79",0
2020-07-18,B4,"8,437.28",,0.8,"6,169.93",,"7,612.16",0
2020-07-18,B5,"2,593.68",,14.39,"1,634.80",,205.56,0
2020-07-18,B6,"4,287.63",,0.0,"3,858.61",,"10,683.34",0.0
2020-07-19,B1,,"8,278.22",0.15,"10,259.91","6,334.24",,"5,804.75"
2020-07-19,B2,,"8,759.89",3.3,"21,697.81","7,941.67",,0
2020-07-19,B3,"15,992.89",,24.7,"4,751.84",,"11,727.79",0
2020-07-19,B4,"5,111.25",,0.1,"6,115.10",,"5,455.77",0
2020-07-19,B5,"2,608.33",,17.38,"1,704.89",,341.67,0
2020-07-19,B6,"4,686.21",,0.1,"3,858.61",,"10,405.56",0.0
2020-07-20,B1,,"9,844.36",6.91,"11,131.91","3,539.91",,"5,795.62"
2020-07-20,B2,,"10,418.68",7.27,"22,853.33","7,286.12",,0
2020-07-20,B3,"15,679.30",,25.8,"5,036.40",,"11,504.18",0
2020-07-20,B4,"8,218.47",,3.2,"6,220.93",,"7,450.35",0
2020-07-20,B5,"2,552.65",,18.62,"1,621.79",,302.78,0
2020-07-20,B6,"4,894.29",,1.7,"3,858.61",,"11,013.90",0.0
2020-07-21,B1,,"10,924.59",0.16,"11,241.34","3,698.80",,"5,807.52"
2020-07-21,B2,,"13,592.64",23.29,"23,515.83","6,888.89",,11.11
2020-07-21,B3,"17,373.25",,26.2,"5,406.80",,"11,504.18",0
2020-07-21,B4,"10,059.84",,3.1,"6,185.98",,"6,642.36",0
2020-07-21,B5,"2,602.47",,14.94,"1,627.75",,313.89,0
2020-07-21,B6,"6,180.87",,0.7,"3,858.61",,"9,500.01",0.0
2020-07-22,B1,,"10,972.53",0.87,"11,402.44",631.86,,"5,795.36"
2020-07-22,B2,,"17,100.70",13.33,"24,201.91","6,386.12",,0
2020-07-22,B3,"18,305.22",,25.6,"5,234.74",,"11,280.56",0
2020-07-22,B4,"14,156.29",,2.9,"6,150.98",,"6,148.24",0
2020-07-22,B5,"2,505.76",,15.82,"1,572.16",,266.67,0
2020-07-22,B6,"7,956.88",,2.6,"3,858.61",,"9,269.45",0.0
2020-07-23,B1,,"9,961.40",0.72,"11,503.98","1,959.64",,"5,827.44"
2020-07-23,B2,,"16,077.88",4.78,"25,563.45","7,475.01",,0
2020-07-23,B3,"19,184.43",,25.3,"5,237.44",,"11,977.79",0
2020-07-23,B4,"14,175.72",,3,"6,074.13",,"6,375.87",0
2020-07-23,B5,"2,631.78",,12.83,"1,604.53",,308.33,0
2020-07-23,B6,"7,742.94",,0.4,"3,858.61",,"9,977.79",0.0
2020-07-24,B1,,"7,906.61",5.56,"11,569.07","8,770.27",,"5,857.44"
2020-07-24,B2,,"5,817.46",4.78,"25,323.27","9,969.45",,0
2020-07-24,B3,"15,626.55",,24.9,"4,965.32",,"12,675.01",0
2020-07-24,B4,"1,863.90",,3.2,"6,157.64",,"7,568.06",0
2020-07-24,B5,"2,587.82",,15.82,"1,724.32",,283.33,0
2020-07-24,B6,"3,619.43",,0.7,"3,858.61",,"11,666.68",0.0
2020-07-25,B1,,"8,969.11",2.83,"10,947.33","5,945.51",,"5,964.56"
2020-07-25,B2,,"8,440.45",6.09,"23,406.27","9,383.34",,0
2020-07-25,B3,"17,329.29",,24.1,"5,423.39",,"14,858.35",0
2020-07-25,B4,"5,732.20",,0.5,"6,434.20",,"7,049.94",0
2020-07-25,B5,"2,599.54",,13.2,"1,348.12",,319.44,0
2020-07-25,B6,"3,393.76",,0.0,"3,572.12",,"10,880.56",0.0
2020-07-26,B1,,"9,570.81",0.09,"10,595.61","4,344.47",,"6,013.05"
2020-07-26,B2,,"10,996.03",6.09,"23,236.85","8,488.90",,0
2020-07-26,B3,"17,571.08",,24.2,"5,367.09",,"13,386.12",0
2020-07-26,B4,"8,565.39",,0.1,"6,440.79",,"6,683.06",0
2020-07-26,B5,"2,581.96",,12.43,"1,274.73",,205.56,0
2020-07-26,B6,"4,595.35",,0.1,"3,629.62",,"10,533.34",0.0
2020-07-27,B1,,"10,353.23",0.55,"11,420.17","3,724.08",,"6,026.29"
2020-07-27,B2,,"15,248.49",6.09,"25,110.99","7,386.12",,0
2020-07-27,B3,"17,571.08",,25.6,"5,567.60",,"12,441.68",0
2020-07-27,B4,"11,083.92",,2.4,"6,553.07",,"6,095.11",0
2020-07-27,B5,"2,584.89",,14.84,"1,502.50",,183.33,0
2020-07-27,B6,"6,529.62",,1.9,"3,842.43",,"9,191.67",0.0
2020-07-28,B1,,"11,466.62",6.54,"11,563.82","2,177.23",,"6,015.29"
2020-07-28,B2,,"19,694.38",8.08,"25,057.17","6,030.56",,5.56
2020-07-28,B3,"17,812.86",,25.8,"5,490.74",,"11,422.23",0
2020-07-28,B4,"12,104.81",,2.5,"6,466.94",,"5,221.55",0
2020-07-28,B5,"2,438.35",,9.39,"1,594.11",,186.11,0
2020-07-28,B6,"8,138.58",,0.6,"3,888.17",,"7,341.67",0.0
2020-07-29,B1,,"8,253.88",0.37,"11,642.56",657.03,,"5,956.43"
2020-07-29,B2,,"22,950.40",11.65,"25,698.05","5,527.78",,0
2020-07-29,B3,"19,377.86",,26,"5,454.54",,"10,838.90",0
2020-07-29,B4,"16,132.74",,3.8,"6,531.26",,"4,610.11",0
2020-07-29,B5,"2,394.39",,8.12,"1,582.31",,255.56,0
2020-07-29,B6,"10,151.98",,0.0,"3,908.29",,"7,636.12",0.0
2020-07-30,B1,,"12,093.54",2.5,"11,658.27",411.03,,"6,000.99"
2020-07-30,B2,,"24,705.89",14.02,"25,587.73","5,337.51",,2.78
2020-07-30,B3,"19,936.16",,26.3,"5,517.49",,"11,127.79",0
2020-07-30,B4,"16,313.85",,2.9,"6,021.49",,"3,426.01",0
2020-07-30,B5,"2,227.34",,7.93,"1,553.54",,200,0
2020-07-30,B6,"10,635.55",,0.5,"3,892.18",,"7,361.12",0.0
2020-07-31,B1,,"15,622.84",1.61,"11,359.84",795.74,,"6,026.23"
2020-07-31,B2,,"21,156.80",14.02,"24,555.92","5,147.23",,0
2020-07-31,B3,"20,494.46",,24.8,"5,499.11",,"11,127.79",0
2020-07-31,B4,"19,081.68",,3.6,"6,639.71",,"5,578.71",0
2020-07-31,B5,"2,365.08",,7.36,"1,517.16",,116.67,0
2020-07-31,B6,"9,387.07",,0.4,"3,819.04",,"7,919.45",0.0
2020-08-01,B1,,"13,509.76",5.36,"10,688.75",631.52,,"5,974.23"
2020-08-01,B2,,"16,479.39",8.07,"22,951.95","5,580.56",,0
2020-08-01,B3,"19,568.36",,24,"5,322.24",,"11,416.68",0
2020-08-01,B4,"17,243.81",,1.8,"6,454.18",,"6,876.36",0
